,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 00:39:14.855000,GAS,10,0 days 00:02:04.697000,1.0,1.0,,,,56.543,34.384,,0 days 00:38:40.566000,0 days 00:39:14.968000,238.0,97.0,246.0,261.0,False,MEDIUM,4.0,False,AlphaTauri,0 days 00:37:09.970000,2021-03-28 15:07:09.980,24,6.0,False,,False,False,124.697,
1,0 days 00:41:37.118000,GAS,10,0 days 00:02:22.263000,2.0,1.0,,,45.22,60.086,36.957,0 days 00:40:00.093000,0 days 00:41:00.179000,0 days 00:41:37.136000,120.0,134.0,182.0,236.0,True,MEDIUM,5.0,False,AlphaTauri,0 days 00:39:14.855000,2021-03-28 15:09:14.865,4,5.0,False,,False,False,142.263,142.263
2,0 days 00:44:09.722000,GAS,10,,3.0,1.0,,,42.591,60.85,49.169,0 days 00:42:19.732000,0 days 00:43:20.626000,0 days 00:44:09.789000,217.0,99.0,176.0,229.0,False,MEDIUM,6.0,False,AlphaTauri,0 days 00:41:37.118000,2021-03-28 15:11:37.128,4,5.0,False,,False,False,,152.61
3,0 days 00:46:16.494000,GAS,10,0 days 00:02:06.772000,4.0,1.0,,0 days 00:46:14.801000,33.336,50.186,43.25,0 days 00:44:43.076000,0 days 00:45:33.262000,0 days 00:46:16.512000,229.0,202.0,,297.0,False,MEDIUM,7.0,False,AlphaTauri,0 days 00:44:09.722000,2021-03-28 15:14:09.732,267,18.0,False,,False,False,126.772,126.77199999999999
4,0 days 00:48:28.028000,GAS,10,0 days 00:02:11.534000,5.0,2.0,0 days 00:46:53.133000,,65.748,41.956,23.83,0 days 00:47:22.260000,0 days 00:48:04.216000,0 days 00:48:28.046000,231.0,251.0,275.0,213.0,False,HARD,1.0,True,AlphaTauri,0 days 00:46:16.494000,2021-03-28 15:16:16.504,7,19.0,False,,False,False,131.534,131.534
5,0 days 00:50:04.705000,GAS,10,0 days 00:01:36.677000,6.0,2.0,,,30.99,41.802,23.885,0 days 00:48:59.036000,0 days 00:49:40.838000,0 days 00:50:04.723000,233.0,254.0,275.0,280.0,True,HARD,2.0,True,AlphaTauri,0 days 00:48:28.028000,2021-03-28 15:18:28.038,1,19.0,False,,False,True,96.677,96.677
6,0 days 00:51:41.659000,GAS,10,0 days 00:01:36.954000,7.0,2.0,,,31.176,41.678,24.1,0 days 00:50:35.899000,0 days 00:51:17.577000,0 days 00:51:41.677000,232.0,252.0,274.0,282.0,False,HARD,3.0,True,AlphaTauri,0 days 00:50:04.705000,2021-03-28 15:20:04.715,1,19.0,False,,False,True,96.954,96.95400000000001
7,0 days 00:53:19.083000,GAS,10,0 days 00:01:37.424000,8.0,2.0,,,31.34,41.981,24.103,0 days 00:52:13.017000,0 days 00:52:54.998000,0 days 00:53:19.101000,231.0,251.0,275.0,,False,HARD,4.0,True,AlphaTauri,0 days 00:51:41.659000,2021-03-28 15:21:41.669,1,19.0,False,,False,True,97.424,97.424
8,0 days 00:54:56.113000,GAS,10,0 days 00:01:37.030000,9.0,2.0,,,31.256,41.911,23.863,0 days 00:53:50.357000,0 days 00:54:32.268000,0 days 00:54:56.131000,234.0,248.0,276.0,286.0,False,HARD,5.0,True,AlphaTauri,0 days 00:53:19.083000,2021-03-28 15:23:19.093,1,19.0,False,,False,True,97.03,97.03
9,0 days 00:56:33.488000,GAS,10,0 days 00:01:37.375000,10.0,2.0,,,31.296,42.128,23.951,0 days 00:55:27.427000,0 days 00:56:09.555000,0 days 00:56:33.506000,233.0,245.0,274.0,285.0,False,HARD,6.0,True,AlphaTauri,0 days 00:54:56.113000,2021-03-28 15:24:56.123,1,19.0,False,,False,True,97.375,97.375
10,0 days 00:58:11.005000,GAS,10,0 days 00:01:37.517000,11.0,2.0,,,31.269,42.075,24.173,0 days 00:57:04.775000,0 days 00:57:46.850000,0 days 00:58:11.023000,235.0,245.0,276.0,286.0,False,HARD,7.0,True,AlphaTauri,0 days 00:56:33.488000,2021-03-28 15:26:33.498,1,19.0,False,,False,True,97.517,97.517
11,0 days 00:59:49.059000,GAS,10,0 days 00:01:38.054000,12.0,2.0,,,31.415,42.518,24.121,0 days 00:58:42.438000,0 days 00:59:24.956000,0 days 00:59:49.077000,233.0,242.0,275.0,287.0,False,HARD,8.0,True,AlphaTauri,0 days 00:58:11.005000,2021-03-28 15:28:11.015,1,19.0,False,,False,True,98.054,98.05399999999999
12,0 days 01:01:26.933000,GAS,10,0 days 00:01:37.874000,13.0,2.0,,,31.383,42.312,24.179,0 days 01:00:20.460000,0 days 01:01:02.772000,0 days 01:01:26.951000,235.0,247.0,277.0,286.0,False,HARD,9.0,True,AlphaTauri,0 days 00:59:49.059000,2021-03-28 15:29:49.069,1,19.0,False,,False,True,97.874,97.874
13,0 days 01:03:05.235000,GAS,10,0 days 00:01:38.302000,14.0,2.0,,,31.45,42.59,24.262,0 days 01:01:58.401000,0 days 01:02:40.991000,0 days 01:03:05.253000,233.0,244.0,276.0,287.0,False,HARD,10.0,True,AlphaTauri,0 days 01:01:26.933000,2021-03-28 15:31:26.943,1,19.0,False,,False,True,98.302,98.302
14,0 days 01:04:43.236000,GAS,10,0 days 00:01:38.001000,15.0,2.0,,,31.426,42.398,24.177,0 days 01:03:36.679000,0 days 01:04:19.077000,0 days 01:04:43.254000,235.0,247.0,277.0,291.0,False,HARD,11.0,True,AlphaTauri,0 days 01:03:05.235000,2021-03-28 15:33:05.245,1,17.0,False,,False,True,98.001,98.001
15,0 days 01:06:21.229000,GAS,10,0 days 00:01:37.993000,16.0,2.0,,,31.359,42.296,24.338,0 days 01:05:14.613000,0 days 01:05:56.909000,0 days 01:06:21.247000,233.0,248.0,276.0,287.0,False,HARD,12.0,True,AlphaTauri,0 days 01:04:43.236000,2021-03-28 15:34:43.246,1,17.0,False,,False,True,97.993,97.993
16,0 days 01:07:59.644000,GAS,10,0 days 00:01:38.415000,17.0,2.0,,,31.463,42.478,24.474,0 days 01:06:52.710000,0 days 01:07:35.188000,0 days 01:07:59.662000,,250.0,275.0,290.0,False,HARD,13.0,True,AlphaTauri,0 days 01:06:21.229000,2021-03-28 15:36:21.239,1,17.0,False,,False,True,98.415,98.415
17,0 days 01:09:38.916000,GAS,10,0 days 00:01:39.272000,18.0,2.0,,,32.02,43.035,24.217,0 days 01:08:31.682000,0 days 01:09:14.717000,0 days 01:09:38.934000,234.0,248.0,277.0,287.0,False,HARD,14.0,True,AlphaTauri,0 days 01:07:59.644000,2021-03-28 15:37:59.654,1,18.0,False,,False,True,99.272,99.272
18,0 days 01:11:19.754000,GAS,10,0 days 00:01:40.838000,19.0,2.0,,0 days 01:11:18.062000,31.607,42.441,26.79,0 days 01:10:10.541000,0 days 01:10:52.982000,0 days 01:11:19.772000,233.0,246.0,,293.0,False,HARD,15.0,True,AlphaTauri,0 days 01:09:38.916000,2021-03-28 15:39:38.926,1,18.0,False,,False,False,100.838,100.838
19,0 days 01:13:19.044000,GAS,10,0 days 00:01:59.290000,20.0,3.0,0 days 01:11:42.399000,,52.568,43.028,23.694,0 days 01:12:12.340000,0 days 01:12:55.368000,0 days 01:13:19.062000,232.0,245.0,276.0,221.0,False,MEDIUM,4.0,False,AlphaTauri,0 days 01:11:19.754000,2021-03-28 15:41:19.764,1,19.0,False,,False,False,119.29,119.29
20,0 days 01:14:55.527000,GAS,10,0 days 00:01:36.483000,21.0,3.0,,,31.029,41.589,23.865,0 days 01:13:50.091000,0 days 01:14:31.680000,0 days 01:14:55.545000,234.0,248.0,276.0,281.0,True,MEDIUM,5.0,False,AlphaTauri,0 days 01:13:19.044000,2021-03-28 15:43:19.054,1,19.0,False,,False,True,96.483,96.48299999999999
21,0 days 01:16:32.002000,GAS,10,0 days 00:01:36.475000,22.0,3.0,,,31.002,41.693,23.78,0 days 01:15:26.547000,0 days 01:16:08.240000,0 days 01:16:32.020000,236.0,247.0,276.0,288.0,True,MEDIUM,6.0,False,AlphaTauri,0 days 01:14:55.527000,2021-03-28 15:44:55.537,1,19.0,False,,False,True,96.475,96.475
22,0 days 01:18:08.423000,GAS,10,0 days 00:01:36.421000,23.0,3.0,,,30.929,41.605,23.887,0 days 01:17:02.949000,0 days 01:17:44.554000,0 days 01:18:08.441000,235.0,245.0,277.0,289.0,True,MEDIUM,7.0,False,AlphaTauri,0 days 01:16:32.002000,2021-03-28 15:46:32.012,1,19.0,False,,False,True,96.421,96.42099999999999
23,0 days 01:19:44.942000,GAS,10,0 days 00:01:36.519000,24.0,3.0,,,30.931,41.752,23.836,0 days 01:18:39.372000,0 days 01:19:21.124000,0 days 01:19:44.960000,233.0,248.0,277.0,290.0,False,MEDIUM,8.0,False,AlphaTauri,0 days 01:18:08.423000,2021-03-28 15:48:08.433,1,19.0,False,,False,True,96.519,96.519
24,0 days 01:21:21.414000,GAS,10,0 days 00:01:36.472000,25.0,3.0,,,31.071,41.606,23.795,0 days 01:20:16.031000,0 days 01:20:57.637000,0 days 01:21:21.432000,235.0,251.0,278.0,286.0,False,MEDIUM,9.0,False,AlphaTauri,0 days 01:19:44.942000,2021-03-28 15:49:44.952,1,19.0,False,,False,True,96.472,96.47200000000001
25,0 days 01:22:58.304000,GAS,10,0 days 00:01:36.890000,26.0,3.0,,,31.036,41.895,23.959,0 days 01:21:52.468000,0 days 01:22:34.363000,0 days 01:22:58.322000,234.0,254.0,290.0,290.0,False,MEDIUM,10.0,False,AlphaTauri,0 days 01:21:21.414000,2021-03-28 15:51:21.424,1,19.0,False,,False,True,96.89,96.89000000000001
26,0 days 01:24:34.698000,GAS,10,0 days 00:01:36.394000,27.0,3.0,,,30.79,41.751,23.853,0 days 01:23:29.112000,0 days 01:24:10.863000,0 days 01:24:34.716000,235.0,251.0,276.0,320.0,True,MEDIUM,11.0,False,AlphaTauri,0 days 01:22:58.304000,2021-03-28 15:52:58.314,1,18.0,False,,False,True,96.394,96.394
27,0 days 01:26:11.210000,GAS,10,0 days 00:01:36.512000,28.0,3.0,,,31.016,41.624,23.872,0 days 01:25:05.732000,0 days 01:25:47.356000,0 days 01:26:11.228000,234.0,248.0,277.0,285.0,False,MEDIUM,12.0,False,AlphaTauri,0 days 01:24:34.698000,2021-03-28 15:54:34.708,1,18.0,False,,False,True,96.512,96.512
28,0 days 01:27:47.427000,GAS,10,0 days 00:01:36.217000,29.0,3.0,,,31.085,41.318,23.814,0 days 01:26:42.313000,0 days 01:27:23.631000,0 days 01:27:47.445000,237.0,254.0,277.0,286.0,True,MEDIUM,13.0,False,AlphaTauri,0 days 01:26:11.210000,2021-03-28 15:56:11.220,1,18.0,False,,False,True,96.217,96.21699999999998
29,0 days 01:29:23.488000,GAS,10,0 days 00:01:36.061000,30.0,3.0,,,30.907,41.471,23.683,0 days 01:28:18.352000,0 days 01:28:59.823000,0 days 01:29:23.506000,236.0,252.0,277.0,,True,MEDIUM,14.0,False,AlphaTauri,0 days 01:27:47.427000,2021-03-28 15:57:47.437,1,18.0,False,,False,True,96.061,96.061
30,0 days 01:30:59.673000,GAS,10,0 days 00:01:36.185000,31.0,3.0,,,30.929,41.516,23.74,0 days 01:29:54.435000,0 days 01:30:35.951000,0 days 01:30:59.691000,235.0,254.0,277.0,287.0,False,MEDIUM,15.0,False,AlphaTauri,0 days 01:29:23.488000,2021-03-28 15:59:23.498,1,18.0,False,,False,True,96.185,96.18499999999999
31,0 days 01:32:36.125000,GAS,10,0 days 00:01:36.452000,32.0,3.0,,,31.021,41.576,23.855,0 days 01:31:30.712000,0 days 01:32:12.288000,0 days 01:32:36.143000,236.0,254.0,278.0,289.0,False,MEDIUM,16.0,False,AlphaTauri,0 days 01:30:59.673000,2021-03-28 16:00:59.683,1,18.0,False,,False,True,96.452,96.45200000000001
32,0 days 01:34:12.482000,GAS,10,0 days 00:01:36.357000,33.0,3.0,,,30.889,41.684,23.784,0 days 01:33:07.032000,0 days 01:33:48.716000,0 days 01:34:12.500000,237.0,251.0,278.0,286.0,False,MEDIUM,17.0,False,AlphaTauri,0 days 01:32:36.125000,2021-03-28 16:02:36.135,1,16.0,False,,False,True,96.357,96.357
33,0 days 01:35:49.171000,GAS,10,0 days 00:01:36.689000,34.0,3.0,,,30.921,41.69,24.078,0 days 01:34:43.421000,0 days 01:35:25.111000,0 days 01:35:49.189000,235.0,251.0,262.0,,False,MEDIUM,18.0,False,AlphaTauri,0 days 01:34:12.482000,2021-03-28 16:04:12.492,1,16.0,False,,False,True,96.689,96.689
34,0 days 01:37:27.916000,GAS,10,0 days 00:01:38.745000,35.0,3.0,,,32.757,42.029,23.959,0 days 01:36:21.946000,0 days 01:37:03.975000,0 days 01:37:27.934000,232.0,250.0,281.0,249.0,False,MEDIUM,19.0,False,AlphaTauri,0 days 01:35:49.171000,2021-03-28 16:05:49.181,1,16.0,False,,False,True,98.745,98.745
35,0 days 01:39:04.807000,GAS,10,0 days 00:01:36.891000,36.0,3.0,,,30.936,42.163,23.792,0 days 01:37:58.870000,0 days 01:38:41.033000,0 days 01:39:04.825000,240.0,255.0,278.0,300.0,False,MEDIUM,20.0,False,AlphaTauri,0 days 01:37:27.916000,2021-03-28 16:07:27.926,1,16.0,False,,False,True,96.891,96.89099999999999
36,0 days 01:40:41.543000,GAS,10,0 days 00:01:36.736000,37.0,3.0,,,30.983,41.765,23.988,0 days 01:39:35.808000,0 days 01:40:17.573000,0 days 01:40:41.561000,239.0,253.0,278.0,295.0,False,MEDIUM,21.0,False,AlphaTauri,0 days 01:39:04.807000,2021-03-28 16:09:04.817,1,15.0,False,,False,True,96.736,96.736
37,0 days 01:42:18.471000,GAS,10,0 days 00:01:36.928000,38.0,3.0,,,31.193,41.719,24.016,0 days 01:41:12.754000,0 days 01:41:54.473000,0 days 01:42:18.489000,236.0,251.0,276.0,288.0,False,MEDIUM,22.0,False,AlphaTauri,0 days 01:40:41.543000,2021-03-28 16:10:41.553,1,15.0,False,,False,True,96.928,96.928
38,0 days 01:43:58.058000,GAS,10,0 days 00:01:39.587000,39.0,3.0,,0 days 01:43:56.395000,31.306,41.984,26.297,0 days 01:42:49.795000,0 days 01:43:31.779000,0 days 01:43:58.076000,237.0,255.0,,287.0,False,MEDIUM,23.0,False,AlphaTauri,0 days 01:42:18.471000,2021-03-28 16:12:18.481,1,16.0,False,,False,False,99.587,99.587
39,0 days 01:45:54.945000,GAS,10,0 days 00:01:56.887000,40.0,4.0,0 days 01:44:21.345000,,52.274,41.219,23.394,0 days 01:44:50.350000,0 days 01:45:31.569000,0 days 01:45:54.963000,237.0,254.0,278.0,218.0,False,HARD,1.0,True,AlphaTauri,0 days 01:43:58.058000,2021-03-28 16:13:58.068,1,16.0,False,,False,False,116.887,116.887
40,0 days 01:47:29.505000,GAS,10,0 days 00:01:34.560000,41.0,4.0,,,30.5,40.766,23.294,0 days 01:46:25.463000,0 days 01:47:06.229000,0 days 01:47:29.523000,235.0,258.0,279.0,287.0,True,HARD,2.0,True,AlphaTauri,0 days 01:45:54.945000,2021-03-28 16:15:54.955,1,16.0,False,,False,True,94.56,94.55999999999999
41,0 days 01:49:03.854000,GAS,10,0 days 00:01:34.349000,42.0,4.0,,,30.494,40.611,23.244,0 days 01:48:00.017000,0 days 01:48:40.628000,0 days 01:49:03.872000,236.0,253.0,280.0,,True,HARD,3.0,True,AlphaTauri,0 days 01:47:29.505000,2021-03-28 16:17:29.515,1,16.0,False,,False,True,94.349,94.34899999999999
42,0 days 01:50:38.157000,GAS,10,0 days 00:01:34.303000,43.0,4.0,,,30.453,40.681,23.169,0 days 01:49:34.325000,0 days 01:50:15.006000,0 days 01:50:38.175000,234.0,257.0,279.0,288.0,True,HARD,4.0,True,AlphaTauri,0 days 01:49:03.854000,2021-03-28 16:19:03.864,2,16.0,False,,False,True,94.303,94.303
43,0 days 01:52:13.135000,GAS,10,0 days 00:01:34.978000,44.0,4.0,,,30.912,40.803,23.263,0 days 01:51:09.087000,0 days 01:51:49.890000,0 days 01:52:13.153000,238.0,259.0,280.0,286.0,False,HARD,5.0,True,AlphaTauri,0 days 01:50:38.157000,2021-03-28 16:20:38.167,1,16.0,False,,False,True,94.978,94.97800000000001
44,0 days 01:53:47.827000,GAS,10,0 days 00:01:34.692000,45.0,4.0,,,30.51,40.766,23.416,0 days 01:52:43.663000,0 days 01:53:24.429000,0 days 01:53:47.845000,239.0,255.0,278.0,288.0,False,HARD,6.0,True,AlphaTauri,0 days 01:52:13.135000,2021-03-28 16:22:13.145,1,16.0,False,,False,True,94.692,94.692
45,0 days 01:55:22.057000,GAS,10,0 days 00:01:34.230000,46.0,4.0,,,30.414,40.611,23.205,0 days 01:54:18.259000,0 days 01:54:58.870000,0 days 01:55:22.075000,,255.0,280.0,,True,HARD,7.0,True,AlphaTauri,0 days 01:53:47.827000,2021-03-28 16:23:47.837,1,16.0,False,,False,True,94.23,94.23
46,0 days 01:56:56.300000,GAS,10,0 days 00:01:34.243000,47.0,4.0,,,30.394,40.589,23.26,0 days 01:55:52.469000,0 days 01:56:33.058000,0 days 01:56:56.318000,238.0,255.0,279.0,290.0,False,HARD,8.0,True,AlphaTauri,0 days 01:55:22.057000,2021-03-28 16:25:22.067,1,16.0,False,,False,True,94.243,94.24300000000001
47,0 days 01:58:30.390000,GAS,10,0 days 00:01:34.090000,48.0,4.0,,,30.355,40.472,23.263,0 days 01:57:26.673000,0 days 01:58:07.145000,0 days 01:58:30.408000,240.0,259.0,280.0,292.0,True,HARD,9.0,True,AlphaTauri,0 days 01:56:56.300000,2021-03-28 16:26:56.310,1,16.0,False,,False,True,94.09,94.09
48,0 days 02:00:04.671000,GAS,10,0 days 00:01:34.281000,49.0,4.0,,,30.404,40.524,23.353,0 days 01:59:00.812000,0 days 01:59:41.336000,0 days 02:00:04.689000,238.0,258.0,280.0,289.0,False,HARD,10.0,True,AlphaTauri,0 days 01:58:30.390000,2021-03-28 16:28:30.400,1,16.0,False,,False,True,94.281,94.281
49,0 days 02:01:39.017000,GAS,10,0 days 00:01:34.346000,50.0,4.0,,,30.52,40.45,23.376,0 days 02:00:35.209000,0 days 02:01:15.659000,0 days 02:01:39.035000,,262.0,281.0,293.0,False,HARD,11.0,True,AlphaTauri,0 days 02:00:04.671000,2021-03-28 16:30:04.681,1,16.0,False,,False,True,94.346,94.346
50,0 days 02:03:13.967000,GAS,10,0 days 00:01:34.950000,51.0,4.0,,,30.673,40.749,23.528,0 days 02:02:09.708000,0 days 02:02:50.457000,0 days 02:03:13.985000,236.0,255.0,281.0,289.0,False,HARD,12.0,True,AlphaTauri,0 days 02:01:39.017000,2021-03-28 16:31:39.027,1,16.0,False,,False,True,94.95,94.94999999999999
51,0 days 02:04:52.018000,GAS,10,0 days 00:01:38.051000,52.0,4.0,,0 days 02:04:50.340000,30.585,40.93,26.536,0 days 02:03:44.570000,0 days 02:04:25.500000,0 days 02:04:52.036000,240.0,251.0,,294.0,False,HARD,13.0,True,AlphaTauri,0 days 02:03:13.967000,2021-03-28 16:33:13.977,1,16.0,False,,False,False,98.051,98.051
52,0 days 00:39:38.103000,PER,11,0 days 00:02:27.951000,1.0,2.0,0 days 00:37:22.315000,0 days 00:36:27.309000,,62.008,41.807,,0 days 00:38:56.399000,0 days 00:39:38.202000,231.0,88.0,180.0,204.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 00:37:09.970000,2021-03-28 15:07:09.980,24,20.0,False,,False,False,147.951,
53,0 days 00:41:58.769000,PER,11,0 days 00:02:20.666000,2.0,2.0,,0 days 00:41:57.867000,43.624,58.002,39.04,0 days 00:40:21.741000,0 days 00:41:19.743000,0 days 00:41:58.783000,212.0,243.0,,246.0,False,MEDIUM,5.0,False,Red Bull Racing,0 days 00:39:38.103000,2021-03-28 15:09:38.113,4,19.0,False,,False,False,140.666,140.666
54,0 days 00:44:14.015000,PER,11,0 days 00:02:15.246000,3.0,3.0,0 days 00:42:21.058000,,52.196,44.804,38.246,0 days 00:42:50.979000,0 days 00:43:35.783000,0 days 00:44:14.029000,217.0,245.0,230.0,207.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:41:58.769000,2021-03-28 15:11:58.779,4,19.0,False,,False,False,135.246,135.246
55,0 days 00:46:12.739000,PER,11,0 days 00:01:58.724000,4.0,3.0,,,32.576,44.118,42.03,0 days 00:44:46.605000,0 days 00:45:30.723000,0 days 00:46:12.753000,235.0,235.0,194.0,301.0,True,HARD,2.0,True,Red Bull Racing,0 days 00:44:14.015000,2021-03-28 15:14:14.025,26,15.0,False,,False,False,118.724,118.724
56,0 days 00:47:52.749000,PER,11,0 days 00:01:40.010000,5.0,3.0,,,33.969,41.874,24.167,0 days 00:46:46.722000,0 days 00:47:28.596000,0 days 00:47:52.763000,,254.0,289.0,203.0,True,HARD,3.0,True,Red Bull Racing,0 days 00:46:12.739000,2021-03-28 15:16:12.749,67,15.0,False,,False,False,100.01,100.01
57,0 days 00:49:30.229000,PER,11,0 days 00:01:37.480000,6.0,3.0,,,31.026,42.516,23.938,0 days 00:48:23.789000,0 days 00:49:06.305000,0 days 00:49:30.243000,,254.0,287.0,298.0,True,HARD,4.0,True,Red Bull Racing,0 days 00:47:52.749000,2021-03-28 15:17:52.759,1,14.0,False,,False,True,97.48,97.48
58,0 days 00:51:08.120000,PER,11,0 days 00:01:37.891000,7.0,3.0,,,31.138,42.55,24.203,0 days 00:50:01.381000,0 days 00:50:43.931000,0 days 00:51:08.134000,232.0,251.0,288.0,319.0,False,HARD,5.0,True,Red Bull Racing,0 days 00:49:30.229000,2021-03-28 15:19:30.239,1,14.0,False,,False,True,97.891,97.891
59,0 days 00:52:45.254000,PER,11,0 days 00:01:37.134000,8.0,3.0,,,30.782,42.189,24.163,0 days 00:51:38.916000,0 days 00:52:21.105000,0 days 00:52:45.268000,233.0,254.0,278.0,324.0,True,HARD,6.0,True,Red Bull Racing,0 days 00:51:08.120000,2021-03-28 15:21:08.130,1,13.0,False,,False,True,97.134,97.134
60,0 days 00:54:22.635000,PER,11,0 days 00:01:37.381000,9.0,3.0,,,31.219,42.036,24.126,0 days 00:53:16.487000,0 days 00:53:58.523000,0 days 00:54:22.649000,236.0,252.0,289.0,284.0,False,HARD,7.0,True,Red Bull Racing,0 days 00:52:45.254000,2021-03-28 15:22:45.264,1,13.0,False,,False,True,97.381,97.381
61,0 days 00:55:59.423000,PER,11,0 days 00:01:36.788000,10.0,3.0,,,30.949,41.877,23.962,0 days 00:54:53.598000,0 days 00:55:35.475000,0 days 00:55:59.437000,235.0,256.0,288.0,310.0,True,HARD,8.0,True,Red Bull Racing,0 days 00:54:22.635000,2021-03-28 15:24:22.645,1,12.0,False,,False,True,96.788,96.78800000000001
62,0 days 00:57:37.260000,PER,11,0 days 00:01:37.837000,11.0,3.0,,,30.95,42.605,24.282,0 days 00:56:30.387000,0 days 00:57:12.992000,0 days 00:57:37.274000,,249.0,289.0,305.0,False,HARD,9.0,True,Red Bull Racing,0 days 00:55:59.423000,2021-03-28 15:25:59.433,1,12.0,False,,False,True,97.837,97.83699999999999
63,0 days 00:59:15.248000,PER,11,0 days 00:01:37.988000,12.0,3.0,,,31.132,42.514,24.342,0 days 00:58:08.406000,0 days 00:58:50.920000,0 days 00:59:15.262000,229.0,255.0,288.0,320.0,False,HARD,10.0,True,Red Bull Racing,0 days 00:57:37.260000,2021-03-28 15:27:37.270,1,10.0,False,,False,True,97.988,97.988
64,0 days 01:00:52.197000,PER,11,0 days 00:01:36.949000,13.0,3.0,,,30.729,42.111,24.109,0 days 00:59:45.991000,0 days 01:00:28.102000,0 days 01:00:52.211000,,256.0,282.0,313.0,False,HARD,11.0,True,Red Bull Racing,0 days 00:59:15.248000,2021-03-28 15:29:15.258,1,6.0,False,,False,True,96.949,96.94900000000001
65,0 days 01:02:29.067000,PER,11,0 days 00:01:36.870000,14.0,3.0,,,31.21,41.745,23.915,0 days 01:01:23.421000,0 days 01:02:05.166000,0 days 01:02:29.081000,228.0,256.0,276.0,300.0,False,HARD,12.0,True,Red Bull Racing,0 days 01:00:52.197000,2021-03-28 15:30:52.207,1,5.0,False,,False,True,96.87,96.87
66,0 days 01:04:05.920000,PER,11,0 days 00:01:36.853000,15.0,3.0,,,31.021,41.689,24.143,0 days 01:03:00.102000,0 days 01:03:41.791000,0 days 01:04:05.934000,231.0,260.0,273.0,282.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:02:29.067000,2021-03-28 15:32:29.077,1,4.0,False,,False,True,96.853,96.85300000000001
67,0 days 01:05:42.446000,PER,11,0 days 00:01:36.526000,16.0,3.0,,,31.128,41.398,24.0,0 days 01:04:37.062000,0 days 01:05:18.460000,0 days 01:05:42.460000,235.0,259.0,273.0,288.0,True,HARD,14.0,True,Red Bull Racing,0 days 01:04:05.920000,2021-03-28 15:34:05.930,1,4.0,False,,False,True,96.526,96.52600000000001
68,0 days 01:07:19.508000,PER,11,0 days 00:01:37.062000,17.0,3.0,,,31.212,41.698,24.152,0 days 01:06:13.672000,0 days 01:06:55.370000,0 days 01:07:19.522000,236.0,257.0,271.0,285.0,False,HARD,15.0,True,Red Bull Racing,0 days 01:05:42.446000,2021-03-28 15:35:42.456,1,3.0,False,,False,True,97.062,97.062
69,0 days 01:08:57.632000,PER,11,0 days 00:01:38.124000,18.0,3.0,,,31.415,42.653,24.056,0 days 01:07:50.937000,0 days 01:08:33.590000,0 days 01:08:57.646000,235.0,254.0,276.0,289.0,False,HARD,16.0,True,Red Bull Racing,0 days 01:07:19.508000,2021-03-28 15:37:19.518,1,4.0,False,,False,True,98.124,98.124
70,0 days 01:10:37.352000,PER,11,0 days 00:01:39.720000,19.0,3.0,,0 days 01:10:35.674000,31.247,41.82,26.653,0 days 01:09:28.893000,0 days 01:10:10.713000,0 days 01:10:37.366000,,258.0,,293.0,False,HARD,17.0,True,Red Bull Racing,0 days 01:08:57.632000,2021-03-28 15:38:57.642,1,4.0,False,,False,False,99.72,99.72
71,0 days 01:12:33.864000,PER,11,0 days 00:01:56.512000,20.0,3.0,0 days 01:10:59.792000,,51.242,41.359,23.911,0 days 01:11:28.608000,0 days 01:12:09.967000,0 days 01:12:33.878000,231.0,248.0,287.0,217.0,False,HARD,18.0,True,Red Bull Racing,0 days 01:10:37.352000,2021-03-28 15:40:37.362,1,12.0,False,,False,False,116.512,116.512
72,0 days 01:14:09.585000,PER,11,0 days 00:01:35.721000,21.0,3.0,,,30.267,41.534,23.92,0 days 01:13:04.145000,0 days 01:13:45.679000,0 days 01:14:09.599000,237.0,258.0,284.0,320.0,True,HARD,19.0,True,Red Bull Racing,0 days 01:12:33.864000,2021-03-28 15:42:33.874,1,9.0,False,,False,True,95.721,95.721
73,0 days 01:15:45.218000,PER,11,0 days 00:01:35.633000,22.0,3.0,,,30.576,41.336,23.721,0 days 01:14:40.175000,0 days 01:15:21.511000,0 days 01:15:45.232000,,259.0,278.0,314.0,True,HARD,20.0,True,Red Bull Racing,0 days 01:14:09.585000,2021-03-28 15:44:09.595,1,9.0,False,,False,True,95.633,95.63300000000001
74,0 days 01:17:21.025000,PER,11,0 days 00:01:35.807000,23.0,3.0,,,30.939,41.15,23.718,0 days 01:16:16.171000,0 days 01:16:57.321000,0 days 01:17:21.039000,236.0,261.0,284.0,293.0,False,HARD,21.0,True,Red Bull Racing,0 days 01:15:45.218000,2021-03-28 15:45:45.228,1,9.0,False,,False,True,95.807,95.807
